# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CY43_05775	CY43_05775	AHX76882	protein_coding	0	0	0	4	0	1	0	0	0	0	0	0	0	0	3
CY43_05780	CY43_05780	AHX76883	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_05785	CY43_05785	CY43_05785-1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_05800	CY43_05800	AHX76885	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_05805	CY43_05805	AHX76886	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_05810	CY43_05810	AHX76887	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_05815	CY43_05815	AHX76888	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_05820	CY43_05820	AHX76889	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_05825	CY43_05825	AHX76890	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_05830	CY43_05830	AHX76891	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_05840	CY43_05840	AHX76893	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_05870	CY43_05870	AHX76898	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_05875	CY43_05875	AHX76899	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_05880	CY43_05880	AHX76900	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_05885	CY43_05885	AHX76901	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_05890	CY43_05890	AHX76902	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_05895	CY43_05895	AHX76903	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_05900	CY43_05900	AHX76904	protein_coding	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1
CY43_05905	CY43_05905	AHX76905	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_05925	CY43_05925	AHX76908	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_05930	CY43_05930	AHX76909	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_05935	CY43_05935	AHX76910	protein_coding	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0
CY43_05940	CY43_05940	AHX76911	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_05945	CY43_05945	AHX76912	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_05950	CY43_05950	AHX76913	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_05955	CY43_05955	AHX76914	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_05960	CY43_05960	AHX76915	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_06045	CY43_06045	AHX76932	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_06050	CY43_06050	AHX76933	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_06055	CY43_06055	AHX76934	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_06060	CY43_06060	AHX76935	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_06065	CY43_06065	AHX76936	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_06075	CY43_06075	AHX76938	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_06080	CY43_06080	AHX76939	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_06260	CY43_06260	AHX76972	protein_coding	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0
CY43_06265	CY43_06265	AHX76973	protein_coding	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1
CY43_06270	CY43_06270	AHX76974	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_06275	CY43_06275	AHX76975	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_06280	CY43_06280	AHX76976	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_06285	CY43_06285	AHX76977	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_06415	CY43_06415	AHX77001	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_06420	CY43_06420	AHX77002	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_06425	CY43_06425	CY43_06425-1	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_06430	CY43_06430	AHX77003	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_06435	CY43_06435	AHX77004	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_06440	CY43_06440	AHX77005	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_06445	CY43_06445	AHX77006	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_06450	CY43_06450	AHX77007	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CY43_06460	CY43_06460	AHX77008	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_06465	CY43_06465	AHX77009	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_06470	CY43_06470	AHX77010	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_06475	CY43_06475	AHX77011	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_06480	CY43_06480	AHX77012	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_06485	CY43_06485	AHX77013	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_06490	CY43_06490	AHX77014	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_06495	CY43_06495	AHX77015	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_06725	CY43_06725	AHX77059	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_06730	CY43_06730	AHX77060	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_06735	CY43_06735	AHX77061	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_06740	CY43_06740	AHX77062	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_06745	CY43_06745	AHX77063	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_06750	CY43_06750	AHX77064	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_06755	CY43_06755	AHX77065	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_06760	CY43_06760	AHX77066	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_06765	CY43_06765	AHX77067	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_06770	CY43_06770	AHX77068	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_06775	CY43_06775	AHX77069	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_06780	CY43_06780	AHX77070	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07050	CY43_07050	AHX77122	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07055	CY43_07055	AHX77123	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07060	CY43_07060	AHX77124	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07065	CY43_07065	AHX77125	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_07070	CY43_07070	AHX77126	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_07080	CY43_07080	AHX77127	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_07085	CY43_07085	AHX77128	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
CY43_07095	CY43_07095	AHX77130	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_07100	CY43_07100	AHX77131	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_07105	CY43_07105	AHX77132	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_07110	CY43_07110	AHX77133	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_07115	CY43_07115	AHX77134	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_07120	CY43_07120	AHX77135	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_07195	CY43_07195	AHX77150	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07200	CY43_07200	AHX77151	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07205	CY43_07205	AHX77152	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07210	CY43_07210	AHX77153	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07215	CY43_07215	AHX77154	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07225	CY43_07225	AHX77156	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_07230	CY43_07230	AHX77157	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_07235	CY43_07235	AHX77158	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_07240	CY43_07240	CY43_07240-1	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07245	CY43_07245	CY43_07245-1	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07250	CY43_07250	AHX77159	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07255	CY43_07255	AHX77160	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_07515	CY43_07515	AHX77211	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_07520	CY43_07520	AHX77212	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_07545	CY43_07545	AHX77216	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_07550	CY43_07550	AHX77217	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_07555	CY43_07555	AHX77218	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07560	CY43_07560	AHX77219	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07570	CY43_07570	AHX77220	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07580	CY43_07580	AHX77222	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07585	CY43_07585	AHX77223	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07590	CY43_07590	AHX77224	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_07595	CY43_07595	AHX77225	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_07600	CY43_07600	AHX77226	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_07605	CY43_07605	AHX77227	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CY43_07610	CY43_07610	AHX77228	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07615	CY43_07615	AHX77229	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07620	CY43_07620	AHX77230	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07625	CY43_07625	AHX77231	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07630	CY43_07630	AHX77232	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07650	CY43_07650	AHX77236	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_07655	CY43_07655	AHX77237	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_07660	CY43_07660	AHX77238	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07665	CY43_07665	AHX77239	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07670	CY43_07670	AHX77240	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07680	CY43_07680	AHX77241	protein_coding	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0
CY43_07685	CY43_07685	AHX77242	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_07690	CY43_07690	AHX77243	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_07695	CY43_07695	AHX77244	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_07700	CY43_07700	AHX77245	protein_coding	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1
CY43_07705	CY43_07705	AHX77246	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_07710	CY43_07710	AHX77247	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07715	CY43_07715	AHX77248	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_07720	CY43_07720	AHX77249	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_07725	CY43_07725	AHX77250	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_07730	CY43_07730	AHX77251	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07735	CY43_07735	AHX77252	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_07740	CY43_07740	AHX77253	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_07745	CY43_07745	AHX77254	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_07750	CY43_07750	AHX77255	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_07755	CY43_07755	AHX77256	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_07760	CY43_07760	AHX77257	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_07765	CY43_07765	AHX77258	protein_coding	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1
CY43_07770	CY43_07770	AHX77259	protein_coding	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1
CY43_07775	CY43_07775	AHX77260	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_07780	CY43_07780	AHX77261	protein_coding	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0
CY43_07785	CY43_07785	AHX77262	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_07790	CY43_07790	AHX77263	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_07795	CY43_07795	AHX77264	protein_coding	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1
CY43_07800	CY43_07800	AHX77265	protein_coding	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1
CY43_07805	CY43_07805	AHX77266	protein_coding	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1
CY43_07810	CY43_07810	AHX77267	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_07815	CY43_07815	AHX77268	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_07820	CY43_07820	AHX77269	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_07825	CY43_07825	AHX77270	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_07830	CY43_07830	AHX77271	protein_coding	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CY43_07835	CY43_07835	AHX77272	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07845	CY43_07845	AHX77273	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_07850	CY43_07850	AHX77274	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_07855	CY43_07855	AHX77275	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07955	CY43_07955	AHX77294	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_07960	CY43_07960	AHX77295	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_07965	CY43_07965	AHX77296	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CY43_07970	CY43_07970	AHX77297	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07975	CY43_07975	AHX77298	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07980	CY43_07980	AHX77299	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_07985	CY43_07985	AHX77300	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_07995	CY43_07995	AHX77302	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_08025	CY43_08025	AHX77308	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08030	CY43_08030	AHX77309	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08035	CY43_08035	AHX77310	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08040	CY43_08040	AHX77311	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_08045	CY43_08045	AHX77312	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08050	CY43_08050	AHX77313	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CY43_08065	CY43_08065	AHX77316	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08075	CY43_08075	AHX77318	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_08080	CY43_08080	AHX77319	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08085	CY43_08085	AHX77320	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08090	CY43_08090	AHX77321	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_08095	CY43_08095	AHX77322	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08225	CY43_08225	AHX77346	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_08230	CY43_08230	AHX77347	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08235	CY43_08235	AHX77348	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08240	CY43_08240	AHX77349	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08245	CY43_08245	AHX77350	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08250	CY43_08250	AHX77351	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08255	CY43_08255	AHX77352	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CY43_08260	CY43_08260	AHX77353	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_08265	CY43_08265	AHX77354	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_08270	CY43_08270	AHX77355	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08275	CY43_08275	AHX77356	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08560	CY43_08560	AHX77410	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08565	CY43_08565	AHX77411	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_08570	CY43_08570	AHX77412	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_08575	CY43_08575	AHX77413	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08580	CY43_08580	AHX77414	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_08585	CY43_08585	AHX77415	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_08590	CY43_08590	AHX77416	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08600	CY43_08600	AHX77418	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08605	CY43_08605	AHX77419	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08690	CY43_08690	AHX77435	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08695	CY43_08695	AHX77436	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08700	CY43_08700	AHX77437	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08705	CY43_08705	AHX77438	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08710	CY43_08710	AHX77439	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08715	CY43_08715	AHX77440	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_08720	CY43_08720	AHX77441	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08725	CY43_08725	AHX77442	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08730	CY43_08730	AHX77443	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08735	CY43_08735	AHX77444	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08745	CY43_08745	AHX77446	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08765	CY43_08765	AHX77448	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_08770	CY43_08770	AHX77449	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08775	CY43_08775	AHX77450	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_08780	CY43_08780	AHX77451	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_08785	CY43_08785	AHX77452	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_08790	CY43_08790	AHX77453	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08795	CY43_08795	AHX77454	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08800	CY43_08800	AHX77455	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08805	CY43_08805	AHX77456	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_08815	CY43_08815	AHX77457	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08820	CY43_08820	AHX77458	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08825	CY43_08825	AHX77459	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_08830	CY43_08830	AHX77460	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_08835	CY43_08835	AHX77461	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_08840	CY43_08840	AHX77462	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_08845	CY43_08845	AHX77463	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_08850	CY43_08850	AHX77464	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08855	CY43_08855	AHX77465	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_08860	CY43_08860	AHX77466	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_08905	CY43_08905	AHX77474	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_08915	CY43_08915	AHX77476	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_08925	CY43_08925	AHX77478	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CY43_08930	CY43_08930	AHX77479	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_08935	CY43_08935	AHX77480	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_08940	CY43_08940	AHX77481	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_08945	CY43_08945	AHX77482	protein_coding	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0
CY43_08950	CY43_08950	AHX77483	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_08955	CY43_08955	AHX77484	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_08960	CY43_08960	AHX77485	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_08965	CY43_08965	AHX77486	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_08970	CY43_08970	AHX77487	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_08975	CY43_08975	CY43_08975-1	protein_coding	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1
CY43_08980	CY43_08980	CY43_08980-1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_08985	CY43_08985	AHX77488	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_09000	CY43_09000	AHX77490	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_09215	CY43_09215	AHX77532	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_09220	CY43_09220	AHX77533	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_09225	CY43_09225	AHX77534	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_09230	CY43_09230	AHX77535	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_09235	CY43_09235	AHX77536	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_09240	CY43_09240	AHX77537	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_09250	CY43_09250	AHX77538	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_09255	CY43_09255	AHX77539	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
